tweet,sentiment
Great... I`ll check it when I get off work...  They block Sims at work...,1
shares I miss my niece and nephew. http://tinyurl.com/mrgqdc http://plurk.com/p/x1ap6,0
likes the smell of the roast in the oven mmmmmm must have dips and sakatas to tide me over till the roast is cooked,1
start again... so now theres 6 people coming with us when we go to melbourne...for short stack. originally 4. but still only 3 for ss,0
is going home... I`ve seriously had enough,0
Eating a bagel  yummy,1
Not a prob hun,1
****! I`m already thinking about all the shows I`m going to have to miss because I`m broke.,0
the dates of the hockey games were confused they`re next week,0
thinking 53 more days is the only thing that gets me through work. ahhh i dont want to go,0
Even IE8 would be better,1
I`m a Metsies fan also! Boo Hoo,1
I think I`ve got invisible glass shards in my hands cause my fingers keep having painful pokey feelings,0
mcfly gig last nightt omg it was amazin didnt sit down through the whole thing  mcfly did you see me and ma best mate we were in tutus,1
hahaha that was funnyy!,1
agh! freaking out about going to Wales already! >< not packed!!,0
those photos are lovely! Who knew you were as talented a photographer as you are a journalist!,1
Goodnight.,1
had nutella croissant+mango+melon+coffee and a lovely stalk of iris for breakfast in bed courtesy of N  Have the house to myself til noon,1
I`m SAD SAD SAD!!! thought my aunty Stina coming but no more  i was so looking forward to having family..i miss dat! i`m alone on maui,0
Sewing things is nice  I feel crafty and productive. And foxy.,1
"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes",0
i`m afraid im def. a product of the NRI Karan Johar generation- I`ve been watching a lot of classics this semester,0
Restoring new iTouch 2.  Excited to use it. Yeeeeeeeee. Goodbye iTouch 1.,1
not doing relay  oh well.,0
Mean people suck.,0
going to see star trek with my babe  im actually excited about this hah,1
soooo over ppl telling me they went to the tonite show!!!  Ive had dreams of meeting him  I`m embarrassd of that a lil LOL,0
Aww ya not showing off all us mums should be proud of ours kids and let everyone know it,1
no fair,0
"to  and , thanks for following me.",1
Getting a cleaning on tues then getting a tooth pulled on thurs. Then gotta schedule a bridge that might need a root canal--ugh.,0
"So much happier, despite my looming departure",1
Hi Selena i made this team to support you in Greece and Cyprus,1
Moms everywhere stop what you are doing and get a good night sleep for tomorrow its your childrens turn to pamper you.  enjoy your day,1
"School is going to be absolutely horrible today. Peace out, `09",0
missed my friggin hair appt!!!,0
#bgt Can`t watch anymore,0
"I know   It was worth a shot, though!",1
Nice! That sounds great! Let me know when and where.,1
I`m emailing my best friend Deanna with my yahoo account. Emailing is FUN.  <3,1
really? awesome! we love it...and I work at buckhead church too. I love it all around.,1
"Kinda pissed really wanted to go see Drag me to Hell with Christina and Garrit, but I have to work till 2am  I`m go... http://znl.me/OSWGH",0
Kat Stewart did a great job with a great character not that I watched #underbelly in Victoria,1
Hm. Have you ever realized how incredibly over-rated Tokio Hotel is becoming? It makes me sad.,0
aww  that`s horrible! xD,0
glad you could make it,1
"lol thanx, me too!",1
arrg - i`ve been trying to upload my picture...darn thing won`t let me,0
seen that!  hopefully ebay replacement  will work for you!  but take it to bits anyway! lol,1
**** QW,0
You said you effed up your nose!,0
Lol yes she was.  I totally agree with your blog as well!,1
"Would applaud self-validation for all sorts of good theological, psychological & sociological reasons. But agree - lighten up!",1
"My youth group was there! I would have liked 2 go, but I couldn`t afford it, & I had a drama performance/party...  Luv ya tho!",1
_shields06 good job!  I wish i worked in a zoo,1
"i want a dog or a cat or something  i want something to unconditonally love, thats not materialistic or a family memeber",1
missing jmichelle... told you treat me like a step child! smh,0
whooaaa. just got an overwheolming itus attack after eating,1
Rey Mysterio is so awesome,1
"Great, social network sites are still growing",1
I absolutely love mike watts from sexy heroes,1
"On my way to work, I`m kinda sad",0
bye selena!!! too bad i didnt get to talk to u while u were here,0
Following new other #sanctuary fans! See the wonders of #SanctuarySunday !!!  good to meet you all!,1
I feel lost...  I keep running (in my head) from staring faces.. haha. basically:Headache & eyes hurt,0
can`t wait to hear the evp! And cuuuute picture.,1
Brent Cross? wow! I live very close from there!,1
"Happy mother`s day! Hope you have a great one with Harlow, your mom and those you love  You`re such an awesome mommy! ^^",1
mad the rain got me...now i cant go see jaiden   *|)|/-\|\|/-\*,0
Missed the hello kitty  not enough time oh well,0
"Ooh, jealous. I just have yoghurt and some carrots.",0
"Working on a bank holiday, but I don`t mind - it`s all good fun",1
it is my honor,1
I hate when you cant sleep,0
"to be fair, she was asking about mktg cd`s, etc, but I suggested more and she never even emailed back.",0
Thank you! You know I really love `BHB`,1
won`t be going to the Oxford Internet Institute Sunner Doctoral Programme in Brisbane: lack of funding,0
Just got back from school! Ugh I don`t want to go to the dance tonight,0
at hannah montana set.... im missing tennessee ALOT today,0
"The Hulk, great movie  You might recognize Toronto`s Younge Street in some of the fight scenes.",1
I WANT A GARDEN  sitting inside when it`s sunny sucks.,0
"_Cullen10 That`s so nice to hear  i love you, you`re my best friend and my sister *hug u*",1
"i love Fly With Me, live chats and don`t like being sick.",1
http://twitpic.com/4j8us - It is interesting that VS2003 generates a setup script for uninstall.,1
saying goodbye to something familiar never becomes familiar,0
on our way home after seeing Rodney Atkins in concert...I Love him! Thanks Bob,1
"Ugh, migraine.",0
just relax,1
this thing was more fun with my itouch,1
darn it. I did it again.!  keep forgetting that darn 'D' for DM`s.....,0
Happy Mother`s day to all the mom`s out there in twitter-land!,1
I appreciate your kind words. I am glad that the words resonate with you,1
...as well as bell hooks Teaching to Transgress.  Sometimes I miss teaching & messing with bad system.,0
I`m gettin ready for my trip back to MA...  I don`t wanna leave!,0
Why are the sinks in hospital toilets so low? Now the **** of my grey suit is spattered with water! Just in time for Physio,0
"tired and bored, watching movies while i`m home alone",0
; keeps getting such delayed responses. why is my internet so messed up?!,0
Waaaaaaaa they kicked us out of the bank. Getting it until monday  OMG Chilito,0
PEOPLE!!! wat the hell is a follower on twitter???? I DONT GET IT!!!,0
Never been to the USA before  It would be great to the cruise/tour next year. Whatever it is its gonna be a blast,1
Is beastypops tired? I wish i was. My tablets are just making me want to throw up!,0
work   Yay!,1
"Apple`s ads aside, I`d rather have recommendations from real people who have real experience with the iPhone apps I seek.",1
yep  but I`m going better now,1
Love it! You look fabulous and it was so nice to learn something new about you,1
Such a busy day today!! Banbury Fair fashion show tonight and move into my apartment tomorrow! i have no started packing yet,0
very cute and pretty,1
The stratus is going bye bye today  i loved that car in high school #fb,1
"While  on vacation,  having golden times spamming Google by 5.350 redirects. http://bit.ly/18kwzh",1
i`m still full from the buffet at palms.  my stomach actually hurts. ugh gluttony bites.,0
ooops! the last link is the same as the first! sry my mistake,0
Got approximately 3 hours of sleep last night....I love my life,1
cool thanks for the response.  I`ll check out that Firefox!,1
sad that school is over gonna miss all my friends and teachers,0
my puppy is sick,0
Thank a yoou  how are you? #TwitterTakeover,1
"Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  ht.. http://twurl.nl/oaerf4",1
"Woke up dreaming I met my Hero; Author Anne Rice & her son, author Christopher Rice. I was in such euphoria. Perhaps I would someday.",1
Feeling loved!  My Mom got me a Nikon Cool Pix for my birthday!!!!,1
Went out to get groceries...prices are inflating  Gas went up another 10 cents to hit $2.49... #TCOT,0
"Yes, dahling... you are definitely one awesome tweep.   I`m sending love and kindness across the ocean to you!",1
hotttie poooh!!!! ooo i bet it sounda magical (HH) im coming home in 1 hour,1
Ooooo! I`m lovin the First Lady`s fuschia sheath dress! Tres chic! I want her arms!,1
"or, Green Day: boulevard of broken dream, Hinder: lips of an angel, Howie Day: collide - that was such a nice song",1
Bom dia! Good Morning! Guten Morgen! I am returning to Twitter!,1
"Oh Top Gear (UK), how I love thee",1
"Oh and thank alllll of you who put me in ur Follow Friday!!  to all of my new followers I usually do it, but today...I`m just too tired!",0
someone has hacked into my emails!! **** off!!,0
i think i`ll be home more than i want to be next week - no work booked in for the forseeable.,1
has a gym day and is hoping to enjoy the last Friday of her twenties.,1
_g1986 a price drop would be nice  I want another one for a backup/blu-ray player.,1
And the Sun is shinning.........at last,1
You are `spot on`...I wouldn`t tweet without it!! Thanks for your share tonight.,1
_asher better.  That wasn`t one of my better summaries,1
wish all the mother in the flatworld have a happy & awesome mother`s day,1
Happy imma get to see some lovely ladies,1
Missing Nate more than usual tonight,0
"spray tan = fail on legs and feet. I`ve been scrubbing them and feet look better, but they looked awful this morning  Everywhere else = ok",0
"'Its a calander.'Calendar!' COLLANDER!' Bahaha, That part was hilarious, of course, the whole thing was hilarious",1
One of the fake 'you's followed me. Haha. I so wish it would be you instead!,1
"AM`s good for us GMT-ish people, I think.  Looking forward to it and hope you`re batteries & laptop will be recharged soon.",1
"somebody smuggle me to sydney, i`ll be your slave for eternity",0
"Loves the 2nd half of even days, orch and jazz band with daddy",1
boring. i wanna go for taekwando,0
a night alone with my piano...and a pro tools session... ill take that ANYTIME.,0
listing to music while putting the finishing touches on my mothers day present and the cool part is it didn`t cost my a thing,1
going shopping with my mammyy.... my makeup and face are being generally quite nice to me today,1
feel dpressed,0
- just took over the #1 Most Endorsed spot on twindexx.com - thanks to the endorsement by,1
And other girls come over... And my boyfriend forgets that I`m here,0
u no there was no point pointing it out yesterday and ppl had 2 wait til midnight .... they were kinda pissed,0
i wish my blog was working properly - i have a great #followfriday blog post i wanted to showcase!,1
oh and #antiboyle didn`t work out either  never too much of a bad thing eh uk eh,0
"TGIF, too bad the weather sucks...",0
suffering benadryl hangover this morning and a killer headache.... ugh!,0
http://twitpic.com/4j585 - Guess I need to get me an iPhone now for sure!!!  It looks bad ****!!,0
thanks to  for becoming a follower,1
seems to have disappeared out of my life,0
head hurt,0
Watched `The boy in the striped pj`s` the other day too..one of the best films I`ve ever seen.,1
happy mothers day!  <3,1
"Ugh, I don`t know if U even care about Nicole Richie, but I do and C that I missed her on TV last nite despite the twitter",0
"did some research, but couldn`t find the specific thing which i wanna do with this drive`s autorun",0
thanks so much for the discount code. looking forward to trying your pads out,1
I am sooo tired,0
hehe i will never thorw out these shoes  i`m listening to varsity fanclub surprise surprise  sway sway baby is awesome,1
Panchito`s burfday party tonight... wish you were here kiddo!,1
"Gus, formally known as world`s ugliest dog has died  We`ll miss you, Gus http://bit.ly/exjcn",0
Back in Athens! Had great time in Budapest,1
stupid playstation! stupid controllers don`t work so I can`t play kingdom hearts.,0
"Sitting in a shadow of the tree in the heart of the city listening to Panic!..waiting for the bus  thanks,wind,for being so pleasant a ...",1
de wereld need more ppl like you! ;),1
they closed the voting...all u can vote for now is best movie  Hope you win it! My 4 y/o Daughter lovesss 2 sing 'The Climb',1
"good day to all of you!! Another lindy day today! Level A, B, FREE tester at 20:00 (Olympiou Diamanti 25, 6th floor, Thessaloniki) !!",1
What do you mean by your portfolio is sad?  No luck here.  I`ve applied about 30 places so far.,0
Remember to put your phone on silent! lol  Night loveees,1
"These kids are terrible! If I was in Good Evans, I`d call Childline",0
twitter is acting weird,0
they do indeed  glad to hear everything is good with you. I`m great  life is good,1
Good luck.. I have still to get wireless working post IT6,1
you can explore the site 2 and find cool stuff,1
Sadness  The top horde guild that I liked disbanded.,0
Sad  nothing.,0
hey! Sorry I didn`t see ur message to me,0
"@_Toki_ the wee girl started crying and her mum came on, was such a shame",0
Wow Justin Timberlake on SNL tonight was hilarious! You gotta love that dude!,1
My generation is too **** apathetic to party down in the desert. 30+ knows how to have fun and my age group is generation myspace?,0
"Yeah, that lying in bed thing`s a bugger for blocking creativity  Worse if you`re pinned down by a pet cat, apparently...",0
awwww i have no internet right now....  -drummer boi,0
Happy Mother`s Day to all your wonderful moms!,1
Liam peed in the potty!!,0
yeahh! Ryland was amazing xD BUT I DIDN`T GET A HUG OFF HIM booo  Suarez seemed a bit off tbh..but I think he`d just woken up,1
"I think I messed up my back, its been like this all day",0
is SOOOOO hungry right now! Should`ve eaten before this wedding.,0
Lol I Sed Want to Not Ach Dress Up For No Reason. Pleaseeeeeeeeeeeeee Im Bored.  Lol,0
Dreading the weekly grocery shopping.,0
"Dlukasrossi Lukas- your amazing wife, her updates are locked! Hard to convince people to follow protected profiles,",1
Pleaseee Give Me A Shoutout  Love Georgia (UK),1
is feeling the effects of spring. My sinuses are killing me,0
I always hope they will die out but then i see the the old ones and it makes me sad,0
"LOL she is okay, its just he songs are so catchy they get stuck in my head",1
Thanks `Mckenzie`,1
sounds like you`ve had a nice weekend lady!,1
I`m at home recovering from major liver surgery.  In alot of pain.,0
i`m sickk  ... tomorrow will be a disaster if i don`t get better.,0
omg wtf why is there a **** site following me?!,0
on my way to school of my last friday of high school ever!  and i don`t even get to see holly Gabbie and hannah,0
"_cm  Didn`t drink enough for a hangover, just tired and over worked",0
Thats good!  Keep it up guys! Would love to come down and visit sonetime,1
"don`t think that went well, was only in there for 15 mins",0
gutted i miss that! the one night i try 2 leave early  lol! friends visitin were tired haha!,0
baby alex i miss you  ily<3 good night</3,1
_newman i just called and it`s sold out.  bummer. next time!,0
"Today has been a nice positive  fun day , after several weeks of bum days",1
"29 mei, missing my dad for over a year now",0
"why arent u famous already? lol you have a very adoring fan, that fan would do anything for you hehehe, im you no.1 fan",1
I`m slowly reallizing how this burn I got at work 5 hours ago really sucks,0
gah! no money..... at least not for bakugan,0
"i would but he`s premiering avatar footage and can`t do it then. also, we better hang out.",1
"I hate traffic. Dallas is nothing, but traffic!",0
Happy Birthday tooo meeee... Happy Birthday tooo meeee...,1
Had the best night I`ve had in a while.,1
"ooh, work im afarid  looking forward to a sunny weekeknd tho!!!",0
is missing someone.. haayy..  http://plurk.com/p/x2avn,0
3-4 hours sleep last night  barely functioning,0
hi eric I hope your having a beautiful Saturday,1
FOLLOW ME BABY U SAID N DA CHAT U WILL  LUV YA GOODNITE,1
feelin lonely now after spendin the last 50 hours with my friends,0
_MISS_CBW Sorry!  It`s been one hell of a day.  I has flooding,0
"I like tweetie better, that is what I use all the time",1
"I`m not going, sadly.  Maybe next year, eh?",0
"yeah, that doesn`t sound very good",0
"That seized bolt, ya it`s still stuck! The bushing is actually seized to the bolt, very very lame   Perhaps some heat will work?",0
"hope you have a great weekend,Paris",1
Hugs to hubby! I`ll probably be in the same place come the 1st of September.,1
THE CURIOUS CASE OF BENJAMIN BUTTON!!!!! I`m so excited about this **** movie,1
"Zen-related stuff: 'Go with the flow.' Very easy to accomplish - it started to rain, so the rain will flush me away",1
"I love summer, but I oddly don`t want this school year to end.",1
OCHH ive got blister on my foot over the sun today its soo sore  i supose yas dnt care hah just thaught i tweet it anyways,0
so cold,0
"Trust me, that`s a GOOD thing. Your 40-something self will thank you.",1
"wowie wooie someone updated their twitter without me having to remind you. I`m not even mad,I`m impressed.  how was the lasagna ?",1
thinks castles are fun,1
just waking up...ahh i have a headache,0
Not even better than Kapsel cha  Dy nulis notes? Spertinya gw ga ditag cuz g ada notificationnya... Huhu.,0
"My storm is acting up  ....Excited for the discussion session regarding Social Media. Scott Lake, CEO of ThinkSM, will be attending.",0
"I use an external track ball with my laptop. Again, seems excessive, but is totally more efficient.",1
"I can`t open my eyes properly, maybe if i sleep for a lil` while longer it`ll fix itself",0
Been working lots of overtime this week. Only just realized I booked a half day tomorrow so this week will just break even,0
Is feelin right rite now,1
im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,0
i did a couple hours ago...ive got sun burn and its really uncomfortable,0
My boss called me anerexic,0
my plans might have just gone out the window too  bit gutted.,0
the sunset view is SO beautiful from my room!,1
In hysterics at Yaas` email <3 Am writing a speech for Speakers` and doing Food Technology...**** it`s good to be off school on a Monday,1
"- I`m alright thanks pal, just bored witless, bored to hell, really wanna` go out somewhere!",0
listening to ECHO by Gorilla Zoe ahh love that song,1
Airsoft is horrible!! Hope you didn`t get hurt,0
and because I wasn`t having a bad enough time last night my body decided it wanted to be sick,0
"'Hi Im Jonathan from Spotify, 4 just 9.99 a month u cn have unlimited music w/ no interuptions' But I luv r little chats J, dont leave me",1
ok.... tx  it`s so worth the wait! lol...***,1
_iddon blerrrrrrrrrrgh. im too hot and all sticky,0
yay asap lol awwh I miss our friday night happy hours even luna del sea and the 'boy' hahahaha,0
you guys are an awesome couple,1
Now i cant find him  Gonna be a sleepless night tonight,0
Good morning Twitter!,1
I`m come and try to find you and be your fan too,1
Happy Mothers Day to all you mothers out there!!  i love my mom! GOODNIGHT everyonee!! ?,1
finally finished my marketing project only took me 7 hours..now just hanging out and relaxing,1
that was reallly good,1
http://twitpic.com/67fcj - what i have to resort to wearing today cause i haven`t finished my laundry. lol.,1
Listening my own playing on a friends album and being disgusted by every second of it... **** I suck.  Normal reaction. Every album.,0
"I`m game, too bad your leaving HI!",0
Why don`t you make me feel like you used to,0
was able to create an iTunes acct but can no longer redeem the Kris Allen album. note said it got canceled,0
Life can get soo Dull sometimes what do you do when u have no 1 around  x,0
Oooh you just spoiled my teenage fantasy,0
I wish I could sleep forever,1
thanks hun!! I`m working hard over here...  thanks mama!! I yuhh you!!!,1
Hey  Bye Bye  was fun too   (robluketic live > http://ustre.am/2w5v),1
Worried about friend,0
HAPPY MOTHERS DAY.!,1
uuuugh  i hate everything,0
"what is love!? baby don`t hurt me, don`t hurt me, no more. I WANT TO WATCH `NIGHT AT THE RUXBURY` RIGHT NOW!!!!",0
At my rehearsal...gonna miss the game  please keep me updated! Go Nuggets!,0
Good morning world!  haha had fun at the movies last night ;D and school now... Hmm new shoes make it better  http://tinyurl.com/dfggwj,1
"Noo, good guys are better  x",1
"'ICANT LIVE, i cant live!!!' lmao. Oh and btw - oooowwwch my foot  hurry with that plaster, im going to bleed to death",0
would like to swap...i`m sitting with 3 grumpies,1
aw man im sorry! I have logical reasoning I promise! I had to study in order to tutor my new student! 4give me,0
"Thanks to all the new followers  Well, I went to a **** tonight and its 4am so I`ll follow you tomorrow. Much love.",1
good morning twitterworld!  slept too less..,0
"Please send me those youtube links, Erin watched most of them but I was cooking and didn`t get to see the cowboys",0
The fever`s gone ... Thanks Jen!,1
I raced her once. I totally lost  RIP  http://tinyurl.com/lhgca8,0
whuahahhaha you need to cut down on them Bram Ladages/Applejacks/pancakes,1
Sounds like you`re in for a great day!  Enjoy,1
I do hope many of my new followers are from around Sydney Australia  Welcome to my tweets anyway.,1
Happy Star Wars Day everyone! May the 4th be with you all  ****,1
Missing my morning work out cause my bench press is back in Jakarta  goodluck diga! Test will be easy peasy! Hehehe,1
I burnt my arm.  (just thought you should know),0
Boredddddd Follower  Shes AMAZING!!  *Broken*,1
"yeah, big chill here too good foods, good music, great weather!  have a cool day Bro!",1
Too bad.,0
watching the original sabrina the teenage witch movie. so different from the series but so rad,1
*waves to make it all OK again*,1
"http://twitpic.com/4wfs8 - You are so weird. You need to lay off the smokes, because you`re talking to yourself.",0
"alright, rawknroll.net live on radio23.org - next 2 hours of vivid spring to summer music  rawk on and enjoy!",1
Just got home from another wonderful night,1
thanks for the message - just worked out how to see them and reply!,1
Ichigo has been good at Ping&pooping outside but not used to the fact he doesn`t have his sister  lonely puppy,0
"I miss Bri. COME BACK FROM QUEENSLAND, ****! I have no one to sit next to in class.  and drama is no fun without you. COME BACK, ****!",0
aww I wish the same thing...,1
My body hurt  I need a rub down like NOW!,0
"We just crossed into the golden state, its nice being home",1
I should have know that 'extra hand' comment would cause trouble...  About to upload House Music and Beyond Vol. 3,0
Congrats on the Invisalign! I need to get refitted for mine - I got lazy and stopped wearing them.,0
Morning all - happy Star Wars day - May the 4th be with you!,1
yes! it definitely paid off ... thanks 4 the advice,1
Ugh! I can`t access through my mobile web!,0
i was in a hospital for a week and a half pretty much on the virge of dying.,0
Its so dead,0
believes that creativity  in cooking is only limited to your imagination... guess that applies for most things too... like photography,1
my saturday was good  i cannot wait until this monday night,1
That is super sad   How is Bart etc holding up?,0
hoping to hear from you all soon,1
oasis or ribena? toughest decision everrr,0
i LOVE your hat! so cool. that looks like it was a fun day.  and i love that you used the word 'crikey' just now!!,1
ALO is so sad and quiet and empty tonight,0
JUST GOT TO LA  MISS HAWAII ALREADY! DANG,0
Makes me wish I had dogs instead of cats!,0
So much for buying that awesome new phone from sony ericsson  - I am now Berry`d like everyone else...,1
Yea...looks like it is...sorry abt nt gettin in touch..was hectic,0
just realized i gained 40 pounds in the last year  http://bit.ly/wCr3a,1
"tired as heck, i wanna go home and sleep but i cant cause im have to be at the wash till my daddy gets off work.",0
In the emergency room with my cousin. She`s got mad flu and can`t walk or breathe.  Why are hospitals always so cold?,0
"Been there, done that!!  Ew!!",0
New picture  bored.,0
All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...,0
"Uhhh.. not yet, maybe my DM inbox is just slow. I`ll let you know when it shows",0
"... much more injustice than we can imagine now. It will get worse before it gets better, I am afraid. No doubt here. Sorry",0
also just spoke to my <3...              ï¿½tearï¿½,1
muhahaha you`ve joined the tweet cult... lol heya  btw twitterific is a good iphone app i use,1
want to see him so badly,0
its not just you - its properly dragged this week,0
on my way homee  i love long car rides<3,1
hey Gerardo! (late response) that day i was talking bout forgiving my brother 4 givin me wrong directions! i got way to upset,0
I want to see Drag Me to Hell. But I get the feeling none of my friends will go w/ me,0
I`m with you...been up till 5-6 for the last few nights...,1
"_dog Lucky you! it`s drizzling again. Mommy says the puddles are big enough 4 me to swim in, so no dog park today..",1
maybe she`s funny like a jester,1
totally! I`ve been waitin for somethin new and thought provoking at mj.name,1
what did you think of the finale?  I thought it was kind of a cheap way out,0
Nothings better than having to take a cold shower in the morning,1
alicias tonight? idkkkk. ughhh,0
Aaaaw no!  Are the windows open and that?,0
my ipod died  not running until it is charged.,0
The graduation ceremony should be starting about now. I really wish I could be there.,1
Mom is wearing shrug I bought her 2morrow...I can`t wait 2 c her n it..cute,1
Having an awesome day? You should... I expect as much out of you  #awesomeupdater,1
ugh... my back is killing me.,0
I`m a fat and sad puffyn now,0
Missed you last night hon,0
happy mothers day to all..im gonna help mine right now.she deserves it..you guys should too..,1
i love electro house,1
is almost over the legal limit of db at the garage.,0
I wanna crawl under my desk and take a nap  nvrmind its dirty =/,0
unfortunatley it is the tooth kind of crown,0
"FCKeditor is giving me problems! Posts just fine, but only edits in plain text! Help!",0
Yukky  Rainy Friday,0
"i`d prefer 'observationally insightful', but call it as you see it.  my ice cream`s just too fancy tonight.",1
Thankful for last minute doc appointments... Baby girl has a temp of 105.+  sitting at the doc`s waitin`,1
Was quite amusing watching Pangaea sing 'F*** Killah Priest!' I guess he won`t be featuring on their album,1
Yay for having a giant headache  stupid glasses.,0
Doesnt feel good!  but I cant miss work tomorrow!,0
trying to NOT fall asleep while doing ancient assignment. Drinking some water with ice and lime! yum,1
"awww, watching 18 y.o. britney on snl. she`s so young and cute and really funny! i miss this britney",1
"Love story on loop for the past 30 minutes. I love this song.. It makes me happy, like this!",1
Rice is ready to eat.Off now to watch Comet 2009!The most important music price in germany.Wow n Lisa arrives around 12p.m.  Still 2 hours,1
oh noo.. i cant see it,0
One is not supposed to have a headache on a Friday. That`s just not right.,0
Hope you`ve reviewed them on my site  http://snipr.com/hble5,1
Jz local movie here. The title`s virgin 2 :p actually i feel not so good. So tired n dizzy,0
i jus listened 2 `not okay` it`s nice i lik it.. I`ve been thinkin abt thomas throughout e whole song..  luv ya,1
": Oh. The voting is over!  But don`t worry, I already voted for you about 100000000000000000000000000000000000 times earlier!!!",1
This month was a bad month to try and get an advert together for Kobold Quarterly,0
home from the beach and only my feet are burned. i am proud of myself and the sunscreen.,1
Obama is the ish!!!!  he is funny!,1
Yeah the spammers are discriminating: none of the females  are part of the target group apparently,0
goodnight!!!,1
at once haha.  poor aby still gets sore!,0
Sorry we couldn`t get the projector working with the windoze laptop  but a ton of people came up afterwards and saw it live,0
Soon I hope... Really need to finish the cloning project so I can get more done,1
going to work once again. what a great few days off i had. now it`s over  but atleast i get 2 more commin up wahooooooo,1
gooooood morning,1
Not available in my area  I would too,0
Time for school  i`m feelin good.. 5 AM jogs do good. ~aloha,1
"Back in lancaster bored already, can`t wait to start work! Missing hel!",0
my  tix are in limbo....as usual  #UPSsucks,0
thinking of you   why we canï¿½t control our thoughts?,0
The kids were awesome today! They loved the face painting!,1
I don`t believe there`s anything worse than losing a best friend,0
"Indeed, twitter is where its at mate, its all happening on here.  Enjoy. Hope to see you arou.. http://twurl.nl/j4o1xe",1
congratulations on your shirt btw!,1
Almost dere  really tired eyes r really dry,0
Reese`s pieces ily,1
Just got bullied by Dillah.  HELP!,0
"brother`s back!! && i found this really small dead bird on my deck  so sad, i basically cried.",0
call me einstein. got math test results: A-  hell yesss,1
sleeping in was interupted by JACK-HAMMERS at 9am ****! Universe says GET UP! But I was up intil 3am `cause I thougth I`d be sleeping in,0
"_Laurie sending love, blessings & healing thoughts to you & family  peace",1
sure ill follow you hun  ohh thank you are you a subscriber on my youtube?,1
"**** these nig*s is all on me, but they won`t get this...'Not without a check!' LMFAO",0
Got 5 new followers yesterday! Yay  Just need 11 more til 50,1
"Good morning   Been here since 4am, just quiet.  How are you?",1
lolz at your modesty...***kix rox***...now all the gals will be lined up at your door,1
Awe - didn`t know cats got skin cancer,0
"_Morales I like you. I mean as a random person, because I obviously don`t know you. but. we think alike",1
Lunch sucked ran out of time  didn`t get anything done,0
what`s goin on hun?  I`m worried about you,0
"http://twitpic.com/675tw - Square B - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ...",0
_KittyKat  so now im bored..untill i go out,0
"Should have gone to bed ages ago, **** you tedtalks!  Gotta get up early too",0
it`s gloomy outside,0
Completely EXCELLENT Dave Matthews concert! Jason Mraz opened & I heard 'stay or leave' & 'crush' for the first time live,1
omg. cat had a hairball. awake now.,0
Hey I bought that Porter Cable 4-piece set.  My new drill has an LED light near the trigger.  Oh I`m so happy.,1
"party was awesome. soooo tired, bye. ps: happy momma`s day",1
"in the words of liana corber: Moreover, WIAIH was a humbling experience... i surprisingly had a decent night",1
annoyed the #ppt didn`t save my changes.  When I explicitly saved.,0
Chillin on here,1
"Love song for the night, 'Then' by Brad Paisley.  Happy Mother`s Day   Love & Light ~ Joy",1
Packing up and leaving inlaws house heading home sweet home... Had a nice weekend and back to work in a few hours,1
"waiting for aaron to get into town, and then leave him for work. booo",0
_RedBone stop that babe u makin me feel very bad now! :/,0
What a burden. Abit of a fail lunch with Dan,0
"i think in the end, remembering the poetry and feeling behind something is far more important than the name.",1
Design galore! Yayyyyyyy  progress beyond my imagination. Now...to get my flattie to sort out the Internet to send orders out!,1
perfect night in nj.,1
I apparently have crappy typing skills...lol sorry,0
Happy Mothers day!! ****,1
But I hate being me,0
"Morning all. First tea of the day, and just about to record the voiceover for a documentary about modern Druidry. Good times",1
Hope you feel better! If your alone we can talk until your ready to go to bed...I`m alone too,1
"Probably not, kinda expensive and we have to work. Most people have off weekends, we work.",0
'my name is Tony!!!!!! ...not hey!!!!' -  poor tony,0
Happy Mother`s Day to all you tweeting mothers,1
I get bit by ticks all the time  I eat a ton of garlic in the summer to keep them and mosquitoes away! boo >:O,0
"nooooooooo....u never call me anymore  lol...but, i`ve been good too...rick ross is in town, might go 2 his show 2nite ;-)",1
Sweeny Todd is deadset one of the best movies of all time,1
schoool time. not doing much this week.  about 20 more days of school and it`s time for NYC!  can`t wait for the last day of school.,1
_AnR_Shine Feeling pretty good. You should check this out http://www.myspace.com/bigcitymonkey Just saying.,1
"He can`t fix it.   I guess I`ll write until I get too bored then watch tv. Man, this is lame.",0
"Not really, injured so can`t do much exercise. The KG`s are coming on already. Also still looking to rent some place!!  Fun times!",1
Too much sand in the SD 790 from pismo this weekend. ANOTHER canon powershot broken. 2nd one in a year  What to buy this time...,0
_Thomas ahhhh probably will...not good  u been Dubai before??,0
When are  gonna release another album already?!? I miss them,0
oh kimmy really?  I give you one week from when you get home to hangout with me. I better get to see you. <3,1
good morning rob!,1
"Broke Up with girlfriend, FEELING Very lonely and heartbroken  Sad times guys (N)",0
Just found out one of my ankles is swollen...eeks now it hurts,0
i`m freezing in math class!,0
I like that...gonna have to re-tell,1
